,,,,,,,Universe Estimates,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,TV Households and Persons by Age/Sex Therein,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Population as of January 1, 2026",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Effective September 27, 2025",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMA,DMA Name,Total HHs,Total TVHHs,Black TV HHs,Hisp TVHHs,TVHHs w/child <18,Children 2-5,Children 6-11,Males 12-14,Males 15-17,Males 18-20,Males 21-24,Males 25-34,Males 35-44,Males 45-49,Males 50-54,Males 55-64,Males 65+,Females 12-14,Females 15-17,Females 18-20,Females 21-24,Females 25-34,Females 35-44,Females 45-49,Females 50-54,Females 55-64,Females 65+,
624,"Sioux City, IA",162500,158350,5020,16270,"46,210","21,247","32,462","8,914","8,800","9,462","10,646","22,976","24,721","11,867","11,046","23,477","37,876","8,451","8,355","9,192","10,023","21,659","23,038","11,259","10,643","22,875","42,007",
625,"Waco-Temple-Bryan, TX",437000,423980,80170,90010,"136,070","59,926","90,255","23,837","23,355","28,112","41,744","77,736","72,052","31,425","28,353","53,913","75,886","23,003","22,731","28,122","39,853","75,685","73,499","32,662","29,818","58,063","91,473",
626,"Victoria, TX",35100,34250,2370,14690,"11,660","4,886","7,341","1,955","1,924","2,040","2,370","5,642","5,822","2,617","2,321","4,678","7,518","1,910","1,849","2,042","2,349","5,670","5,871","2,708","2,450","5,013","8,875",
627,"Wichita Falls, TX & Lawton, OK",163000,158950,17240,21670,"49,860","20,299","30,959","8,314","7,883","8,338","9,735","24,790","25,081","11,159","10,376","22,023","33,668","8,049","7,610","8,338","9,423","24,322","25,743","11,335","10,634","23,022","39,862",
628,"Monroe, LA-El Dorado, AR",176500,172080,59830,4710,"50,540","20,798","32,371","8,900","8,812","9,583","12,005","23,986","23,451","11,884","11,701","23,753","36,680","8,532","8,279","9,412","11,433","24,653","25,845","12,716","12,394","26,090","45,509",
630,"Birmingham (Anniston and Tuscaloosa), AL",791300,777400,210730,30390,"229,440","89,337","137,862","37,396","37,719","41,268","51,035","115,592","115,117","55,548","56,636","113,004","161,180","35,932","36,005","41,310","50,657","120,711","124,992","60,355","60,235","121,811","202,681",
631,"Ottumwa, IA-Kirksville, MO",49700,48490,1480,2550,"13,430","5,819","8,614","2,287","2,236","2,644","3,596","6,810","6,691","3,356","3,368","6,941","11,843","2,140","2,148","2,657","3,642","6,331","6,368","3,143","3,120","6,944","13,222",
632,"Paducah, KY-Cape Girardeau, MO-Harrisburg, IL",383400,372060,29930,9290,"103,720","40,211","62,205","17,191","17,047","18,902","23,536","49,244","49,781","25,349","25,855","54,244","85,927","16,184","16,039","18,474","22,728","49,018","51,729","25,924","26,292","56,866","102,845",
633,"Odessa-Midland, TX",176000,170840,9850,89760,"63,800","29,781","45,708","11,779","11,421","11,760","13,226","34,073","36,711","15,020","13,096","23,019","28,197","11,376","10,797","11,609","12,620","31,638","33,952","14,359","12,538","22,868","32,478",
634,"Amarillo, TX",206400,200210,11800,65840,"64,650","28,335","43,399","11,800","11,923","12,496","14,765","33,491","33,629","15,533","14,312","27,368","40,394","11,348","11,410","12,336","13,960","32,269","32,845","15,207","14,140","27,747","46,724",
635,"Austin, TX",1097900,1074520,93640,269710,"307,420","125,431","191,371","51,409","50,335","55,446","69,797","217,142","230,017","94,029","89,462","147,848","178,634","48,801","47,185","54,676","68,270","202,768","213,641","93,278","85,005","147,435","209,090",
636,"Harlingen-Weslaco-Brownsville-McAllen, TX",446600,433730,5430,384600,"182,740","85,363","136,924","37,122","37,439","39,029","44,525","95,522","84,074","40,618","38,544","62,512","81,892","35,553","36,508","39,253","43,101","93,979","83,847","42,245","41,766","71,624","103,605",
637,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",379100,369900,24130,12760,"98,210","41,873","63,775","17,284","17,723","20,709","27,414","54,108","55,023","26,635","24,946","52,374","80,941","16,537","16,712","20,370","26,956","52,403","53,625","25,734","24,212","52,395","92,591",
638,"St. Joseph, MO",47500,46460,2370,2360,"13,160","5,488","8,390","2,308","2,253","2,450","2,828","6,485","6,830","3,373","3,317","6,798","10,338","2,124","2,080","2,334","2,639","6,487","6,983","3,371","3,256","7,156","12,491",
639,"Jackson, TN",103500,100820,22410,3140,"30,340","11,526","17,926","4,973","4,967","5,204","5,866","13,555","13,631","6,861","7,117","15,166","21,956","4,675","4,771","5,191","5,821","14,229","15,121","7,468","7,577","16,438","27,428",
640,"Memphis, TN",701600,679040,299950,33650,"210,770","88,176","134,645","36,474","35,572","37,359","43,894","103,360","100,992","47,643","47,963","96,053","129,265","35,284","34,213","37,731","44,265","111,816","114,827","54,261","53,800","108,038","166,768",
641,"San Antonio, TX",1143700,1112950,99140,556310,"366,940","154,307","239,855","65,254","65,099","69,099","81,787","205,491","216,517","97,334","89,305","162,672","212,585","62,737","61,455","67,833","78,349","200,194","211,964","97,779","92,110","172,826","258,755",
642,"Lafayette, LA",252600,245270,68630,10850,"77,400","32,954","49,742","13,278","12,845","13,358","15,471","37,076","39,385","17,910","16,729","34,681","48,700","12,853","12,257","13,285","14,986","38,117","41,523","19,027","17,806","38,332","58,792",
643,"Lake Charles, LA",103800,100470,22520,4190,"32,710","13,899","21,188","5,746","5,426","5,647","6,474","15,787","16,374","7,565","7,272","14,477","21,043","5,422","5,134","5,586","6,290","15,926","17,218","7,898","7,399","15,765","25,586",
644,"Alexandria, LA",89900,88440,23250,3460,"27,530","11,880","17,940","4,828","4,551","4,896","5,790","13,417","12,994","6,009","5,643","11,765","17,603","4,573","4,297","4,804","5,547","13,607","14,152","6,522","6,166","13,356","21,825",
647,"Greenwood-Greenville, MS",61200,59420,37990,980,"18,350","7,585","11,526","3,107","3,103","3,244","3,733","8,160","7,649","3,706","3,713","7,851","11,736","3,053","3,059","3,331","3,747","8,881","8,935","4,492","4,538","9,634","16,250",
648,"Champaign & Springfield-Decatur, IL",389100,376890,44410,13860,"93,560","39,429","61,323","16,824","16,703","20,038","28,231","51,135","52,099","25,467","24,651","51,051","81,101","15,962","15,813","19,442","26,458","51,026","53,766","26,045","24,973","53,565","97,728",
649,"Evansville, IN",300000,294650,19490,8090,"83,860","33,550","52,380","14,491","14,228","15,325","17,614","41,431","43,223","21,407","21,132","44,529","66,866","13,649","13,404","14,926","16,726","41,082","43,762","21,394","21,099","45,596","79,047",
650,"Oklahoma City, OK",790000,777860,88140,87550,"238,840","98,703","154,254","42,389","42,157","46,989","59,753","129,407","130,547","60,063","55,021","104,989","150,178","40,507","39,833","46,164","57,220","128,810","134,506","61,541","55,869","110,545","181,445",
651,"Lubbock, TX",183600,178460,12310,66810,"56,570","24,905","37,772","10,289","10,396","12,591","18,855","31,063","29,217","12,963","11,433","21,826","31,325","9,804","9,846","12,436","18,199","30,799","29,621","13,457","12,175","23,703","37,964",
652,"Omaha, NE",478800,465140,39130,44400,"145,590","61,512","95,369","26,116","25,173","26,997","30,513","73,778","80,722","37,200","34,272","67,604","93,866","24,889","23,761","26,252","28,991","72,247","78,904","36,594","33,550","67,896","109,888",
656,"Panama City, FL",175900,172130,19150,10720,"47,460","19,272","29,517","7,963","7,701","8,183","9,619","23,574","25,087","12,495","12,695","28,268","42,791","7,608","7,235","7,974","9,100","23,558","26,716","12,780","13,138","30,500","49,530",
657,"Sherman, TX-Ada, OK",147200,143060,8960,12720,"44,540","18,685","28,685","7,856","7,522","7,847","8,999","21,416","22,091","10,501","10,292","21,167","32,087","7,429","7,176","7,790","8,770","21,732","22,949","10,744","10,604","22,601","38,475",
658,"Green Bay-Appleton, WI",493600,486150,12190,22040,"126,230","49,371","78,203","21,867","22,136","24,495","28,619","67,172","71,963","35,570","34,629","79,027","115,291","20,658","20,795","23,649","26,837","64,146","69,266","33,958","33,253","77,743","127,871",
659,"Nashville, TN",1288500,1249620,174970,86830,"376,320","158,060","238,936","64,000","62,682","66,964","80,562","217,206","212,235","98,779","96,419","185,551","238,248","61,366","59,317","66,033","77,883","223,203","219,535","101,560","98,655","195,027","288,186",
661,"San Angelo, TX",59800,59180,2190,21020,"16,360","7,406","11,252","3,028","2,980","3,255","3,922","9,463","9,952","4,173","3,716","7,800","13,586","2,891","2,891","3,257","3,809","9,121","9,617","4,120","3,793","8,314","15,678",
662,"Abilene-Sweetwater, TX",124000,120420,7860,25400,"36,510","15,510","23,530","6,327","6,337","7,031","9,201","18,556","18,429","8,531","7,963","16,373","26,646","6,091","5,910","6,795","8,577","18,191","18,781","8,607","8,114","17,156","31,226",
669,"Madison, WI",453300,441730,22450,23330,"111,050","43,906","68,720","19,071","19,132","23,366","33,149","70,147","69,336","32,568","30,247","61,683","90,680","17,947","17,972","22,670","31,577","67,306","67,083","31,523","29,675","62,735","102,953",
670,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",373300,362960,15960,42760,"118,720","48,832","74,105","20,117","19,771","21,780","27,767","62,682","64,763","29,839","27,945","52,597","69,898","19,048","18,799","21,325","26,213","61,607","63,119","29,295","27,784","53,634","82,991",
671,"Tulsa, OK",587600,571880,53610,47210,"174,560","71,910","112,183","31,034","30,312","31,918","36,984","88,171","91,864","43,296","41,392","81,933","121,521","29,419","28,637","31,370","35,588","88,367","94,331","44,156","42,318","86,463","145,772",
673,"Columbus-Tupelo-West Point, MS",197300,191930,60140,4600,"57,870","22,803","34,268","9,196","9,319","10,718","14,783","27,753","26,612","12,733","12,770","26,786","38,258","8,830","8,657","10,174","13,312","28,492","28,530","13,699","13,777","29,044","48,292",
675,"Peoria-Bloomington, IL",257100,249310,25210,9280,"65,930","27,188","42,938","11,909","11,574","13,174","16,857","35,003","36,560","17,951","17,196","34,591","52,981","11,330","10,999","12,992","16,438","34,981","36,912","18,080","17,488","36,052","62,963",
676,"Duluth, MN-Superior, WI",185200,179320,2650,2640,"40,910","15,447","24,454","6,890","7,285","8,213","10,438","22,101","23,689","11,896","11,599","27,082","49,196","6,492","6,830","7,990","9,922","21,189","22,733","11,290","11,033","26,952","51,711",
678,"Wichita-Hutchinson, KS Plus",479200,461590,29550,59340,"138,960","58,545","90,844","25,575","25,537","27,316","31,284","70,883","71,369","33,925","31,762","65,641","101,744","24,249","24,061","26,448","29,386","68,127","71,203","33,500","31,566","66,463","116,414",
679,"Des Moines-Ames, IA",506500,493100,25590,30170,"143,320","59,697","92,223","25,075","24,642","27,997","35,157","76,904","81,276","37,860","35,315","69,695","98,808","24,006","23,213","26,823","32,440","73,482","77,742","36,580","34,050","69,717","115,306",
682,"Davenport, IA-Rock Island-Moline, IL",313700,302600,22300,20720,"83,310","32,427","51,155","14,236","14,275","15,169","17,329","39,059","42,372","21,486","21,046","44,821","73,679","13,627","13,375","14,642","16,157","38,244","42,619","21,333","20,932","45,715","84,715",
686,"Mobile, AL-Pensacola (Ft. Walton Beach), FL",634700,615520,127480,30080,"174,180","72,709","111,119","30,066","29,464","31,088","36,557","92,123","94,109","43,476","42,893","91,583","138,056","28,857","28,022","30,684","35,090","93,748","100,358","46,778","46,473","101,193","167,530",
687,"Bismarck-Minot-Dickinson(Williston),ND",172200,163800,4660,7120,"48,470","22,109","34,432","9,249","8,581","8,920","10,056","25,908","28,903","12,364","11,001","22,896","35,752","8,820","8,196","8,569","9,044","23,481","25,814","11,281","10,076","21,793","37,768",
691,"Huntsville-Decatur (Florence), AL",473100,460320,75800,27420,"132,010","53,552","81,693","22,153","22,219","23,750","28,454","70,484","70,040","33,278","34,024","72,370","97,442","21,382","21,220","23,545","27,635","69,382","71,661","34,388","35,259","75,513","117,661",
692,"Beaumont-Port Arthur, TX",176900,171260,43020,23010,"57,620","23,201","35,607","9,786","9,406","9,789","11,271","26,390","26,879","12,799","12,367","24,890","36,488","9,317","8,892","9,547","10,556","25,916","27,858","13,210","12,704","26,356","44,038",
693,"Little Rock-Pine Bluff, AR",607300,589210,127890,28730,"168,180","66,696","103,401","28,488","28,156","29,908","35,801","82,658","84,190","41,043","40,783","83,574","128,202","27,118","26,366","29,550","35,342","86,054","90,720","43,567","43,050","89,958","155,939",
698,"Montgomery-Selma, AL",240700,234560,113230,6670,"67,850","27,562","41,919","11,290","11,172","11,924","14,413","31,475","30,844","14,444","14,854","31,946","47,844","10,788","10,438","11,842","14,417","35,280","37,005","17,762","17,895","37,408","62,092",
702,"La Crosse-Eau Claire, WI",233500,228200,3750,5990,"58,690","24,613","38,344","10,517","10,767","12,777","17,268","32,607","33,048","16,088","15,431","34,306","54,450","10,160","10,341","12,725","16,961","30,905","31,699","15,194","14,601","33,516","59,212",
705,"Wausau-Rhinelander, WI",199500,196270,2370,4840,"44,320","17,895","28,458","7,976","8,194","9,153","11,004","24,052","25,553","12,934","13,088","33,527","53,518","7,538","7,672","8,766","10,162","22,658","24,366","12,345","12,555","32,287","56,242",
709,"Tyler-Longview(Lufkin & Nacogdoches), TX",306800,299690,51480,43210,"96,320","39,421","60,277","16,427","16,300","17,336","20,550","44,488","43,827","21,307","20,900","43,153","68,195","15,722","15,355","17,233","20,282","46,676","47,508","22,426","22,003","46,118","81,218",
710,"Hattiesburg-Laurel, MS",117500,114020,36920,3520,"34,720","14,629","22,148","6,036","5,912","6,320","7,662","17,049","16,945","8,231","7,983","15,883","23,111","5,767","5,752","6,595","8,110","18,293","19,040","8,993","8,504","17,319","28,330",
711,"Meridian, MS",66800,65250,27340,1080,"18,340","8,022","11,967","3,124","3,279","3,450","4,037","8,866","8,435","4,183","4,317","9,081","14,319","3,170","3,167","3,512","4,019","9,473","9,480","4,747","4,909","10,359","18,172",
716,"Baton Rouge, LA",371000,361910,131360,19820,"107,300","45,932","70,567","18,901","18,442","20,721","27,406","56,339","56,529","26,253","24,553","49,212","69,607","18,340","17,830","21,371","28,502","58,863","61,284","28,535","26,532","54,440","87,228",
717,"Quincy, IL-Hannibal, MO-Keokuk, IA",102200,99950,3940,1870,"25,730","10,911","17,014","4,726","4,636","5,107","6,122","12,922","13,736","6,836","6,691","15,015","24,700","4,367","4,357","4,908","5,680","12,420","13,691","6,632","6,545","15,115","28,173",
718,"Jackson, MS",348300,336750,161120,8380,"99,890","40,825","61,855","16,875","17,275","17,963","20,584","46,774","47,862","24,275","23,653","47,467","68,928","16,277","16,458","17,967","20,756","51,161","54,176","27,092","26,610","53,805","88,583",
722,"Lincoln & Hastings-Kearney, NE",306800,299720,9760,24850,"81,440","36,583","56,200","15,419","15,284","17,728","23,091","45,083","45,287","21,810","20,326","40,889","66,542","14,519","14,114","16,944","21,884","43,139","43,160","20,946","19,399","40,515","75,477",
724,"Fargo, ND",279200,269910,11950,8970,"71,220","31,100","48,056","13,052","12,737","14,908","20,128","41,505","42,154","19,086","17,112","36,205","57,837","12,486","12,028","14,588","19,509","37,991","38,380","17,336","15,877","34,460","62,618",
725,"Sioux Falls(Mitchell), SD",296600,277100,8250,13290,"81,240","37,336","57,389","15,880","15,094","15,721","18,260","40,666","45,088","21,132","19,330","40,399","62,690","14,953","14,123","15,044","17,013","38,370","41,922","19,729","18,242","39,053","68,279",
734,"Jonesboro, AR",91900,89780,10150,3240,"29,620","11,580","17,657","4,783","4,645","4,896","5,663","14,068","14,151","6,655","6,534","12,792","17,726","4,584","4,335","4,734","5,434","14,477","14,814","6,829","6,694","13,403","21,899",
736,"Bowling Green, KY",98700,94860,8590,3980,"30,100","12,529","18,727","4,956","4,822","5,456","7,408","15,474","14,722","7,316","7,211","14,144","18,796","4,857","4,573","5,363","7,103","15,145","14,923","7,476","7,255","14,650","22,383",
737,"Mankato, MN",57800,56260,2260,3130,"14,090","6,185","9,428","2,636","2,670","3,366","5,480","7,947","8,160","3,929","3,434","7,223","12,266","2,456","2,606","3,475","5,277","7,149","7,737","3,706","3,366","7,248","13,933",
740,"North Platte, NE",14800,14500,200,1080,"4,130","1,510","2,389",678,690,737,833,"1,750","1,988","1,074","1,050","2,059","3,555",636,678,755,802,"1,670","1,995","1,068","1,012","1,986","4,095",
743,"Anchorage, AK",177500,167100,9380,11070,"51,010","22,009","34,315","9,548","9,149","9,017","10,900","30,337","32,192","13,904","12,813","24,789","34,085","9,157","8,432","8,370","9,521","27,888","31,859","13,379","12,260","24,630","35,948",
744,"Honolulu, HI",488500,469130,17400,38770,"143,540","61,465","95,092","26,216","24,394","24,513","29,401","80,440","91,943","42,682","40,554","81,216","140,901","24,475","22,947","23,663","27,852","78,110","90,931","42,758","40,853","83,801","163,253",
745,"Fairbanks, AK",40300,37960,2220,2670,"10,470","5,381","7,771","2,062","1,871","1,967","2,718","8,513","7,476","2,949","2,522","4,891","7,263","1,972","1,699","1,769","2,099","6,703","6,705","2,610","2,312","4,523","6,792",
746,"Biloxi-Gulfport, MS",150900,146980,36180,8330,"44,810","17,592","27,354","7,547","7,609","7,973","9,277","21,453","22,610","10,890","10,721","22,676","31,940","7,184","7,212","7,906","9,024","23,019","25,463","11,944","11,693","24,168","37,879",
747,"Juneau, AK",28500,26840,580,1240,"6,950","2,518","4,164","1,217","1,207","1,182","1,415","3,906","4,685","2,136","2,101","4,509","6,923","1,137","1,119","1,121","1,263","3,604","4,534","2,008","1,958","4,158","6,788",
749,"Laredo, TX",86700,84710,890,80440,"39,110","17,751","28,471","7,546","7,509","7,893","8,969","19,580","17,150","8,241","7,927","12,728","14,185","7,326","7,349","7,915","8,571","19,035","16,717","8,366","8,471","14,462","17,945",
751,"Denver, CO",1892900,1853860,98860,325140,"500,970","199,950","310,938","85,051","87,372","94,240","123,559","355,936","364,857","156,236","148,473","266,912","364,295","81,479","82,326","91,115","116,791","333,992","339,975","151,971","140,799","267,313","417,022",
752,"Colorado Springs-Pueblo, CO",402500,387840,26730,75840,"115,430","47,313","72,707","19,982","19,683","20,197","24,869","72,854","71,356","30,615","28,122","55,522","82,903","18,905","18,388","19,235","23,035","66,125","68,362","29,824","27,897","58,913","97,171",
753,"Phoenix (Prescott), AZ",2317100,2250310,157890,504090,"646,930","263,629","412,816","114,249","116,880","121,770","152,651","392,579","389,942","178,467","173,048","340,847","540,788","109,520","111,096","118,992","145,543","380,845","383,664","179,625","176,828","359,621","628,191",
754,"Butte-Bozeman, MT",88200,85690,690,3420,"20,710","7,785","12,408","3,433","3,421","4,432","7,711","15,614","14,314","6,608","6,117","11,706","19,126","3,299","3,205","3,950","6,119","13,785","13,151","6,115","5,554","11,293","20,027",
755,"Great Falls, MT",68300,65660,980,2230,"18,110","7,897","12,427","3,432","3,331","3,298","3,863","9,709","10,041","4,518","4,107","9,118","16,379","3,205","3,057","3,081","3,428","8,973","9,762","4,363","4,040","9,351","17,993",
756,"Billings, MT",126600,123010,1280,5480,"33,700","12,976","20,972","6,016","5,895","5,885","6,719","16,912","19,175","8,985","8,409","17,716","31,031","5,621","5,559","5,733","6,448","16,808","18,825","8,825","8,269","17,876","34,096",
757,"Boise, ID",363500,354890,6210,42610,"114,710","44,257","71,041","19,884","20,217","20,781","25,167","61,946","64,411","30,677","29,004","54,199","80,093","19,014","18,910","19,972","23,498","59,435","64,128","30,483","28,471","55,496","90,179",
758,"Idaho Falls-Pocatello, ID (Jackson, WY)",155900,151280,1480,15730,"53,540","23,305","36,523","10,078","10,088","10,540","13,238","28,051","27,908","13,323","11,516","20,776","32,788","9,828","9,518","10,322","12,989","26,504","27,288","12,774","11,170","20,762","34,727",
759,"Cheyenne, WY-Scottsbluff, NE",63600,62580,1390,8590,"18,260","6,967","10,818","2,988","2,976","3,140","3,779","9,565","9,950","4,539","4,223","8,826","14,171","2,828","2,836","3,062","3,547","8,949","9,591","4,327","4,106","8,780","16,195",
760,"Twin Falls, ID",79900,78130,790,15820,"27,780","11,202","17,886","4,993","5,129","5,100","5,698","12,818","13,840","6,717","6,123","11,730","18,415","4,940","4,845","4,986","5,532","12,687","13,538","6,440","5,722","11,638","19,934",
762,"Missoula, MT",145600,140590,1180,4670,"34,510","12,950","20,997","5,920","6,011","6,423","8,538","20,327","21,924","10,367","9,644","19,864","37,154","5,596","5,485","5,943","7,582","19,603","21,578","10,261","9,407","20,478","39,925",
764,"Rapid City, SD",115700,112420,1870,4210,"31,750","12,407","19,294","5,289","5,236","5,592","6,438","15,631","16,817","7,864","7,377","17,343","30,320","5,099","4,922","5,301","5,766","14,445","16,294","7,651","7,275","17,323","31,479",
765,"El Paso, TX (Las Cruces, NM)",396500,387880,17930,296880,"138,060","55,733","87,697","24,148","24,477","26,710","33,736","78,679","72,428","31,298","28,712","52,049","72,464","23,370","23,986","27,274","33,879","75,432","69,488","31,621","30,820","59,509","91,850",
766,"Helena, MT",35900,34890,390,1170,"7,620","3,459","5,660","1,556","1,461","1,476","1,707","4,603","5,523","2,603","2,351","5,049","8,835","1,538","1,370","1,403","1,545","4,491","5,463","2,489","2,317","5,310","9,582",
767,"Casper-Riverton, WY",59300,56970,980,4070,"16,550","6,407","10,404","2,997","2,948","2,890","3,271","7,735","9,388","4,335","3,997","8,241","13,926","2,795","2,780","2,785","3,070","7,665","9,102","4,313","3,860","8,111","14,875",
770,"Salt Lake City, UT",1232000,1177360,25440,157900,"442,600","195,518","311,573","87,675","89,751","92,130","116,148","254,318","244,413","116,368","102,485","166,087","226,244","82,816","84,436","89,455","111,114","243,114","236,655","113,763","98,626","165,208","250,467",
771,"Yuma, AZ-El Centro, CA",132300,130020,2880,87410,"48,790","22,427","34,723","9,228","9,055","9,481","11,624","25,511","23,415","9,926","8,952","17,539","34,549","8,827","8,714","9,130","10,350","24,377","23,498","10,207","9,783","19,793","38,957",
773,"Grand Junction-Montrose, CO",85300,83520,990,10530,"21,630","8,035","12,989","3,649","3,721","3,838","4,627","11,550","13,040","6,130","5,577","11,565","22,599","3,513","3,550","3,759","4,472","11,349","12,791","6,007","5,541","12,426","25,927",
789,"Tucson (Sierra Vista), AZ",523600,508030,25100,157570,"128,320","49,089","78,275","21,780","23,234","25,359","34,708","78,380","72,253","33,375","31,744","65,057","130,405","20,938","21,969","25,001","34,236","76,931","71,131","34,574","33,491","71,685","153,787",
790,"Albuquerque-Santa Fe, NM",770500,716200,23140,283910,"198,740","74,895","121,775","35,269","37,028","35,835","42,630","106,589","118,474","54,718","51,683","105,705","181,563","33,922","35,414","35,142","40,720","103,696","116,737","55,001","52,991","113,386","213,838",
798,"Glendive, MT",4000,3750,0,100,950,383,630,192,189,173,189,441,529,274,268,567,"1,056",171,155,147,168,424,519,246,231,519,"1,152",
800,"Bakersfield, CA",258800,250000,15360,131500,"105,190","46,694","75,468","20,967","21,021","20,578","22,736","52,492","52,385","23,267","21,090","38,422","48,867","20,286","20,107","20,297","22,259","54,509","54,400","23,818","21,969","41,006","56,639",
801,"Eugene, OR",267200,256830,5370,19010,"58,500","21,263","35,085","10,020","10,997","12,567","18,900","38,550","37,586","18,172","17,336","34,972","69,438","9,453","10,328","12,307","18,345","37,437","37,396","18,254","17,274","37,595","80,535",
802,"Eureka, CA",63600,61360,1570,6900,"14,180","5,837","9,285","2,575","2,736","3,004","4,204","8,915","9,180","4,837","4,383","8,096","15,218","2,498","2,634","3,042","4,359","9,190","9,348","4,675","4,149","8,471","17,786",
803,"Los Angeles, CA",6080400,5904400,530940,2253320,"1,890,420","755,711","1,208,142","338,922","347,661","359,994","445,179","1,202,523","1,253,524","566,249","551,497","1,054,551","1,302,431","323,347","330,324","353,037","429,968","1,186,741","1,232,645","570,973","566,179","1,096,358","1,590,189",
804,"Palm Springs, CA",176300,172300,6520,71510,"46,820","17,889","29,097","8,209","8,508","8,342","10,285","24,552","26,984","12,591","12,739","30,209","55,852","7,726","7,974","8,058","9,933","24,527","25,903","12,129","11,915","26,169","58,708",
807,"San Francisco-Oakland-San Jose, CA",2696100,2611450,192590,491440,"755,230","289,363","451,200","123,862","127,456","131,814","162,888","488,756","544,134","243,991","238,203","451,773","614,989","118,383","121,006","128,515","155,446","456,586","519,562","242,589","236,590","455,475","735,980",
810,"Yakima-Pasco-Richland-Kennewick, WA",275300,268240,5520,82340,"95,310","40,633","65,223","17,962","17,968","18,390","21,952","48,735","48,241","22,133","20,430","39,163","58,491","17,249","17,005","17,955","21,045","47,707","47,695","21,822","20,161","39,572","65,768",
811,"Reno, NV",327900,314930,10670,58990,"82,060","32,606","51,151","14,234","14,076","14,400","17,903","51,223","54,534","23,398","22,864","49,478","81,519","13,531","13,260","13,774","16,434","46,990","51,465","22,544","22,033","49,118","88,048",
813,"Medford-Klamath Falls, OR",185100,179450,2850,17670,"46,910","17,357","28,007","7,906","7,780","7,788","9,015","22,923","25,766","12,226","11,997","25,563","54,614","7,561","7,371","7,524","8,436","22,442","26,217","12,511","12,158","27,733","62,479",
819,"Seattle-Tacoma, WA",2247900,2145510,154720,198700,"602,490","234,953","365,951","100,790","96,263","97,197","119,645","400,077","429,376","179,685","169,522","321,087","459,052","95,534","91,293","94,970","114,037","366,799","407,177","178,819","165,420","324,040","533,632",
820,"Portland, OR",1370700,1287980,53090,147460,"359,690","136,738","219,620","62,512","62,570","61,361","73,359","214,702","244,531","111,879","108,126","197,176","293,560","59,512","59,238","60,027","70,747","212,075","240,766","112,598","106,847","200,301","343,600",
821,"Bend, OR",86300,83310,780,5740,"20,020","7,785","12,411","3,487","3,480","3,516","4,136","12,167","15,013","6,923","6,631","12,626","22,339","3,263","3,171","3,302","3,833","11,959","14,882","6,792","6,562","13,258","25,298",
825,"San Diego, CA",1162500,1142730,73880,318370,"347,730","143,222","219,170","58,930","57,959","61,333","77,140","233,633","242,157","103,965","95,465","180,503","244,875","55,669","55,370","60,294","74,261","219,802","232,011","100,843","95,416","185,635","291,574",
828,"Monterey-Salinas, CA",242600,230350,5560,94300,"77,970","33,997","52,851","14,843","15,402","15,755","19,957","42,582","45,549","22,151","21,374","40,185","59,458","14,253","14,766","15,644","19,708","42,544","44,049","21,411","20,539","40,771","68,510",
839,"Las Vegas, NV",944700,925260,155020,236320,"264,560","109,218","172,142","47,542","47,139","48,623","58,756","160,603","175,490","80,472","77,826","149,435","202,753","45,339","44,935","47,794","56,849","159,562","173,692","80,668","78,330","149,609","232,059",
855,"Santa Barbara-Santa Maria-San Luis Obispo, CA",254100,247820,5230,74280,"66,920","31,019","46,586","12,559","14,452","16,749","25,123","43,135","40,653","18,993","17,865","36,014","64,025","12,026","13,448","16,089","23,528","41,828","39,288","18,550","17,577","38,014","75,602",
862,"Sacramento-Stockton-Modesto, CA",1592200,1554500,135170,384930,"520,760","210,728","332,299","92,090","92,758","95,645","116,631","275,649","305,928","139,940","129,429","248,784","356,636","87,583","88,431","94,681","114,342","274,785","305,342","140,178","131,501","262,170","433,590",
866,"Fresno-Visalia, CA",664700,635960,33890,332890,"256,660","116,453","184,198","51,560","52,142","50,831","57,244","136,076","136,934","60,507","54,524","99,106","129,212","49,356","49,860","49,999","55,120","134,722","135,797","60,852","55,223","102,773","151,957",
868,"Chico-Redding, CA",197900,190010,4790,29730,"51,560","21,273","33,962","9,600","9,553","10,365","14,355","28,861","29,874","13,616","12,730","26,985","48,357","9,017","8,975","10,111","14,020","28,094","29,635","13,558","12,813","28,706","56,313",
881,"Spokane, WA","524,700","506,570","11,960","40,200","138,670","56,651","89,717","25,151","24,755","25,806","32,640","76,851","81,706","37,497","35,585","74,197","126,255","23,908","23,002","24,662","30,568","74,362","80,830","36,992","35,620","76,617","139,260",0
,NSI Total U.S.,131736700,128048930,18466050,19790340,"37,155,630","15,016,130","23,372,878","6,419,351","6,414,005","6,962,741","8,390,711","20,850,607","21,749,785","10,067,564","9,817,615","19,727,409","28,166,002","6,129,345","6,082,818","6,877,976","8,130,113","20,791,196","21,982,794","10,313,908","10,094,736","20,750,452","33,736,599",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
